Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2074,6097.45352,6643.292021,7230.577811,7867.340797,8558.812676,9309.987795,10109.39574,10997.00858,11920.82845,12824.4052,13902.84076,14891.64484,15799.51482,16830.76486,17908.5339,19049.46962,20230.51844,21466.11958,22778.32516,24181.45966,25720.44628,27376.15031,29332.30335,31247.34632,33163.84823,35441.79039,37806.18082,40280.25399,42831.0894,45504.93697,48213.9396,50992.31384,53959.67846,56855.67014,60036.10887,63079.26988,66179.14303,69651.70998,73413.21268,77360.85773,81630.87878,86047.69414,90607.08162,95268.14134,100004.752,104968.3072,110115.4173,115357.9639,121165.5076,127075.1616,133396.4707,140263.3785,147869.7176,156256.0653,165440.8648,175524.0434,187350.3923,193036.3413,210692.7332,208435.3534,191587.9325,229197.323,193508.1811,162542.1126,187096.088,190312.0508,196229.841,196343.9182,196894.4729,205516.6639,212803.4118,229283.8857,237801.3789,281194.821,257505.6215,241152.5206,288579.7866,284215.2914,281729.9353,275134.2001,272951.1248,261460.927,252826.8988,257179.8771,229398.8915,239882.7191,205587.7018,188172.98,196340.5801,193311.7606,178827.0534,165546.4375,144298.0592,116680.0376,93104.27349,66459.3624,42860.22416,28426.51079,13140.52626,5784.91174,2045.844172
2075,5615.141175,6117.725678,6657.455814,7241.57858,7874.919644,8559.778744,9308.755293,10106.7562,10993.83323,11919.06041,12823.69944,13901.08018,14891.18903,15792.87038,16822.34527,17898.27437,19035.82649,20221.82782,21454.29289,22771.99367,24172.91161,25716.50362,27379.52244,29339.80324,31263.21062,33181.37187,35467.46345,37840.13518,40324.68077,42882.6877,45559.28123,48267.48828,51043.77696,53997.76907,56879.54027,60049.55084,63094.26243,66178.0785,69633.98327,73371.64794,77343.21992,81579.07845,86006.02377,90540.85996,95150.22871,99873.83093,104828.6011,109960.3687,115171.4306,120990.0453,126879.9337,133191.733,140046.1947,147639.4722,155947.479,165146.6282,175219.4027,187066.9749,192756.6729,210385.6045,208144.4949,191272.6963,228836.8565,193195.5599,162293.1281,186775.6745,189936.0843,195749.1548,195856.1762,196188.6476,204817.8842,211990.4497,228161.7882,236582.8335,279397.65,255650.3009,239270.8604,285928.9038,281036.6591,278072.5664,271017.7734,267976.0953,255648.6546,246296.5421,249098.25,219872.8093,228344.5794,194026.2199,175690.2772,180849.4899,175034.6669,158432.0238,142645.2342,119981.1212,92660.06567,69666.57378,46024.57339,26824.67974,15576.35534,6041.478255,2107.376567
2076,5170.128524,5633.814035,6130.772196,6667.587596,7248.557532,7875.811621,8558.649567,9306.328509,10103.84129,10992.20762,11918.40983,12822.08022,13900.66081,14884.93213,15784.97467,16812.71399,17885.46239,19027.65794,20210.7195,21448.36552,22763.98872,24169.24664,25719.71087,27386.56481,29354.7521,31279.79465,33205.47044,35499.41573,37881.98421,40373.38388,42934.05854,45610.08409,48316.46314,51080.10615,54020.76924,56892.68265,60064.29806,63093.80388,66161.87416,69595.2742,73355.72511,77295.02338,81540.6199,85944.34876,90430.03859,95027.11801,99742.5841,104682.8896,109784.6664,115007.1149,120806.9244,126688.3775,132989.0397,139832.1556,147352.4072,155675.191,164865.7488,174960.8876,186803.3147,192483.8856,210101.371,207812.1855,190981.6711,228479.8206,192911.1293,162025.4614,186419.6387,189485.4905,195278.7549,195172.272,195541.0799,204057.9094,210979.4159,227023.2191,235105.4297,277431.1124,253702.3018,237122.3684,282798.6267,277462.4797,273993.5278,266167.481,262119.657,249152.1017,238672.7206,238885.6428,209428.0508,215656.4393,181301.304,161976.3162,163919.6427,155252.0331,136691.7397,118776.4068,95429.73568,69448.77384,48327.41794,28852.32721,14719.42711,7167.969964,2200.840786
2077,4759.048616,5187.325222,5645.831418,6140.105041,6674.015939,7249.381295,7874.776213,8556.421599,9303.64743,10102.35166,10991.6124,11916.90911,12821.69883,13894.82505,14877.49452,15775.94262,16800.68498,17877.79532,19017.23527,20205.16842,21440.86672,22760.57407,24172.29662,25726.36396,27400.5661,29370.38232,31302.56917,33235.4741,35538.7793,37927.85015,40421.89339,42982.12003,45656.60454,48351.12638,51102.16864,54033.63061,56907.09675,60064.38317,63078.95459,66125.76685,69580.92457,73310.84248,77259.56526,81483.25683,85840.32026,90314.40429,94903.82086,99605.72368,104517.6014,109630.3582,114835.6382,120627.5235,126498.9025,132789.5526,139564.472,147099.8297,155415.7471,164628.5611,174721.041,186546.7419,192232.2051,209775.9901,207506.4035,190694.0257,228156.7421,192604.8844,161727.5677,185991.4558,189045.1222,194614.5874,194546.9836,194836.4666,203109.5531,209954.1857,225637.9444,233488.8522,275366.7067,251475.4299,234581.1739,279275.0713,273471.8104,269178.6317,260448.6466,255566.0222,241554.9944,229011.4935,227677.7836,197929.465,201673.1955,167300.1327,146962.9908,145560.1358,134119.9074,113980.5123,94617.39761,71642.15075,48257.60642,30345.41647,15854.40011,6779.858508,2611.208712
2078,4379.031566,4774.881226,5198.392692,5654.428323,6146.027079,6674.776815,7248.431375,7872.729148,8553.959183,9302.279664,10101.80884,10990.23208,11916.55949,12816.32039,13887.88585,14868.98645,15764.66061,16793.48988,17868.02929,19012.04162,20198.14149,21437.68385,22763.47856,24178.58335,25739.5595,27415.2085,29391.81811,31330.93482,33272.42093,35581.91091,37973.55327,40467.31331,43026.18313,45689.61406,48372.2925,51114.6875,54047.73315,56907.66415,60050.80968,63045.16194,66112.83898,69539.13012,73278.13109,77206.25357,81385.72437,85731.84164,90198.70807,94775.27642,99450.3177,104372.88,109469.3354,114667.9054,120450.2319,126312.6812,132539.2795,139329.6221,146859.6233,155197.7562,164409.1082,174488.2077,186310.7595,191943.5059,209477.5939,207204.8386,190435.2226,227808.3093,192263.4912,161368.021,185573.5498,188418.9095,194009.4988,193866.2788,193954.133,202148.4907,208702.3253,224122.264,231792.1406,273003.9607,248837.2118,231717.6519,275336.5447,268752.7767,263492.3929,254041.4865,247889.3478,231900.4909,218399.1443,215325.588,185240.8284,186264.5318,151946.3952,130650.9206,125906.9983,111993.2798,90936.1816,71148.31304,49865.29558,30350.87335,16698.33645,7309.344828,2469.824189
2079,4028.355479,4393.602739,4785.070893,5206.310282,5659.883909,6146.729881,6673.904958,7246.549668,7870.465795,8552.705068,9301.783559,10100.54352,10989.91394,11911.5646,12809.92303,13879.94789,14858.35766,15757.91535,16784.34032,17863.17627,19005.4635,20195.17332,21440.44871,22769.42952,24191.0239,25753.36203,27435.26352,29418.52629,31365.84998,33312.89514,35624.90742,38016.3783,40509.00382,43057.52566,45709.8759,48384.46995,51128.41208,54048.72738,56895.32959,60019.23345,63033.50072,66073.86004,69508.96292,73228.54175,77114.8699,81284.08296,85623.41173,90078.11254,94629.16364,99314.66502,104221.8705,109312.0744,114502.2967,120276.2279,126078.2952,132320.3376,139106.7078,146658.8303,154996.6341,164196.6097,174274.7423,186039.504,191679.6702,209183.988,206935.1413,190155.6142,227419.209,191849.9012,161017.5791,184974.8975,187850.4788,193350.4513,193010.8488,193060.5507,200970.6566,207332.731,222531.7641,229847.9127,270200.1861,245861.1657,228513.3046,270670.8533,263170.8165,257114.3077,246523.9038,238106.2299,221286.1349,206690.6747,201677.6417,171238.1194,169338.9607,135233.0357,113153.0414,105281.9652,89486.73923,68491.21334,49604.32302,31412.83981,16724.8017,7705.490311,2662.709942
2080,3703.823727,4041.762241,4402.980646,4792.36071,5211.335243,5660.532989,6145.929448,6672.174638,7244.468367,7869.314933,8552.252244,9300.621329,10100.25492,10985.31085,11905.62169,12802.60483,13870.03015,14852.00565,15749.35177,16779.80584,17857.02642,19002.698,20197.80433,21446.08147,22781.18025,24204.03931,25772.2431,27460.26069,29451.38809,31404.08999,33353.25915,35665.22649,38055.73263,40538.72911,43076.86055,45721.6867,48397.81865,51129.77683,54037.50447,56865.9684,60008.75585,62997.02858,66046.00458,69462.83875,73142.83376,77019.69536,81182.58785,85510.41304,89940.8935,94502.01591,99173.12664,104074.6212,109156.9495,114339.9889,120056.4938,125873.8469,132112.9339,138921.348,146474.1113,154802.3966,164002.4223,174028.8437,185792.4991,191420.6912,208923.0717,206643.2081,189842.7971,226945.9867,191447.3375,160511.7526,184433.5193,187231.0359,192519.2207,192145.0735,191961.2759,199682.1871,205895.8257,220707.0636,227537.0015,267033.9691,242527.1447,224710.5931,265143.1832,256902.4127,249618.4575,236916.5169,227341.162,209563.0736,193737.7462,186594.3216,155831.3378,150880.1498,117267.5393,94748.16088,84251.30995,67508.30658,47831.22267,31298.90944,17334.25604,7724.77796,2807.021169
2081,3403.51525,3716.15256,4050.390817,4409.6899,4796.987661,5211.934527,5659.798036,6144.337989,6670.260092,7243.411739,7868.901217,8551.186205,9300.358942,10096.02745,10979.83255,11898.8233,12793.46042,13864.10547,14843.95409,15745.11876,16774.05692,17854.45282,19005.19749,20203.13562,21457.18118,22793.47642,24221.82222,25795.7859,27491.00542,29487.37141,31442.24128,33391.13747,35702.32024,38083.85673,40557.15411,43088.27182,45734.63256,48399.50602,51119.61875,54010.13925,56856.62441,59974.68541,62971.23177,66003.03747,69382.44775,73053.6255,76924.7526,81076.83737,85381.70426,89821.85584,94369.35913,99035.33216,103929.5095,109005.1347,114134.3299,119865.3861,125680.5641,131941.4001,138751.3327,146296.203,154625.4888,163778.2375,173805.7585,185550.6466,191192.0853,208640.0658,206315.9693,189460.8057,226486.0212,190861.7203,160056.0805,183843.24,186446.8448,191678.4871,191075.8748,190758.9009,198330.6865,204245.359,218534.6765,224924.5286,263482.8741,238563.5393,220198.1795,258928.5537,249523.3412,240011.8217,226335.878,215439.3073,196577.9623,179401.9213,169971.2507,138997.7616,130997.6015,98328.15807,75935.49168,63660.70594,47222.84211,30228.70464,17295.5343,8013.600981,2814.047437
2082,3125.991466,3414.84632,3724.087448,4056.564136,4413.948723,4797.540746,5211.259736,5658.334201,6142.576479,6669.289605,7243.033522,7867.922597,8550.94792,9296.46889,10090.99479,10973.56558,11890.3275,12787.99978,13856.60714,14839.98425,15739.74969,16771.66184,17856.82279,19010.23655,20213.62097,21468.7984,22810.25715,24244.0041,25824.73114,27524.66349,29523.28546,31478.06892,33426.02479,35728.88787,38101.36911,40568.15737,43100.77942,45736.59519,48390.31835,51094.21795,54001.81088,56824.95476,59950.84246,62931.07492,65927.50704,69298.8251,72964.72385,76825.84891,80956.25825,85270.39853,89697.6674,94240.41846,98899.66871,103787.7011,108812.1037,113955.9901,119685.0879,125521.5913,131784.5453,138588.0523,146134.7213,154420.7884,163575.6305,173587.8968,185338.668,190943.5804,208322.1845,205914.6739,189090.039,225811.4813,190336.2575,159558.9737,183093.1168,185654.2114,190636.0818,189906.5771,189497.9923,196776.4484,202277.1941,216076.1255,221991.1383,259253.7601,233852.7644,215119.1248,251600.8073,240039.681,229423.2734,214626.0107,202240.0886,182186.066,163576.8963,151775.3667,120828.7488,109990.2277,78922.1086,57468.7501,44604.76349,29892.07481,16727.44591,8003.012431,2919.262329
2083,2869.412778,3136.400223,3422.139104,3729.764612,4060.483085,4414.458919,4796.921301,5209.913448,5656.713409,6141.684886,6668.943666,7242.134715,7867.705969,8547.373625,9291.836671,10085.23755,10965.7331,11885.25603,12781.09912,13852.91916,14834.94694,15737.52257,16773.90748,17861.5777,19020.12898,20224.59731,21484.63483,22831.19684,24271.26645,25856.41276,27558.26982,29557.03592,31511.10386,33451.06603,35745.50366,38111.94535,40580.21792,43102.97068,45728.31164,48366.72862,51086.84907,53972.30604,56803.03441,59913.37412,62859.86913,65848.98851,69215.57412,72872.13162,76712.95754,80852.31167,85154.28278,89577.15322,94113.59612,98767.28922,103606.7524,108645.2106,113788.092,119537.6345,125376.6773,131634.3512,138440.3673,145947.4318,154236.5237,163378.3078,173398.3753,185107.6928,190663.8471,207930.639,205525.7282,188541.7607,225208.6947,189762.6858,158924.7839,182335.4232,184667.4315,189496.2896,188680.6462,188046.1829,194920.0081,200047.3241,213312.3846,218491.5359,254219.5098,228544.3452,209120.5954,242156.5232,229578.253,217692.9365,201624.1152,187590.319,166273.5023,146222.9941,132096.1182,101589.0435,88413.1939,59823.75886,40332.30471,28279.94633,16564.18342,7747.216066,2915.405043
2084,2632.394329,2878.968609,3143.099451,3427.35699,3733.368873,4060.953547,4413.890435,4795.68341,5208.422325,5655.894219,6141.368352,6668.117843,7241.937629,7864.41929,8543.116303,9286.537468,10078.04143,10961.05917,11878.85647,12777.71319,13848.23776,14832.86626,15739.64723,16778.39235,17870.89606,19030.48664,20239.544,21504.40368,22856.92374,24301.1002,25888.05774,27589.87344,29588.18931,31534.86511,33466.79304,35755.64624,38123.5384,40582.59786,43095.53439,45706.44404,48360.22923,51059.47508,53952.11521,56768.24765,59846.34633,62785.89152,65770.89856,69128.8842,72766.33186,76615.94747,80743.87866,85041.7865,89458.73685,93990.02923,98597.75764,103450.7728,108488.427,113651.5777,119403.6531,125238.3465,131498.9915,138268.6642,145779.5322,154057.5782,163208.0166,173191.3437,184847.0958,190317.695,207551.6951,204945.5941,188053.8578,224550.3305,189028.0139,158284.6244,181388.1892,183588.6816,188301.5881,187267.3962,186309.2563,192814.3988,197537.7418,210009.4144,214319.1486,248540.0824,222264.7719,201367.6224,231730.3401,217977.3765,204652.9095,187173.3088,171366.7508,148792.0636,127416.5478,111210.9868,81780.07996,67123.7354,42053.59355,25611.87106,15692.60279,7678.60124,2822.22138
2085,2413.734433,2641.162063,2885.118927,3147.892768,3430.669918,3733.802421,4060.43191,4412.752583,4794.311918,5207.66972,5655.604529,6140.609398,6667.938425,7238.914138,7860.503566,8538.245918,9279.913258,10073.74864,10955.16963,11875.7237,12773.41375,13846.31203,14834.8846,15743.87204,16787.167,17880.65454,19044.5762,20258.20921,21528.6841,22885.07183,24330.91059,25917.83706,27619.07625,29610.64265,31549.84837,33476.49147,35766.76483,38126.06742,40575.94,43075.3207,45700.74595,48334.82063,51040.96189,53919.74514,56705.45538,59776.75171,62712.39316,65689.59873,69029.72241,72675.70691,76514.75532,80638.99881,84931.36031,89343.53575,93831.19436,98452.05915,103304.5634,108361.7099,113527.9457,119276.1716,125114.1397,131341.2234,138115.3928,145616.9685,153904.4497,163021.4811,172957.1928,184523.0608,189983.179,206981.425,204431.5703,187520.6436,223703.5877,188286.9303,157480.8862,180352.9083,182458.2533,186922.6598,185573.8428,184337.0158,190441.8927,194533.2985,206065.3121,209606.6699,241810.7983,214125.6221,192802.0308,220157.4251,205066.2438,190139.8358,171144.7606,153511.6979,129809.4997,107413.7226,89656.4514,62185.13143,47261.80526,26747.29342,14231.76287,7281.194629,2797.225791
2086,2212.215575,2421.774946,2646.805188,2889.519599,3150.936349,3431.069181,3733.323976,4059.386229,4411.49155,4793.620627,5207.404589,5654.906965,6140.445984,6665.156138,7235.311101,7856.023915,8532.15721,9275.96283,10068.34678,10952.293,11871.74448,12771.6522,13848.21031,14838.88145,15752.12497,16796.35783,17893.91572,19062.17768,20281.12692,21555.24465,22913.2082,24358.98213,25945.38296,27640.16513,29624.85592,31559.17857,33487.12431,35769.40838,38120.13073,40557.27519,43070.36325,45677.20654,48317.84523,51010.96589,53860.77847,56640.29796,59707.67936,62635.88849,65596.50197,68945.05756,72581.17957,76417.04195,80536.15485,84824.09844,89194.89001,93695.10232,98315.7933,103187.1165,108247.3407,113410.7086,119162.1423,124968.9948,131201.014,137967.46,145479.1077,153736.2162,162809.9657,172664.5624,184210.3898,189475.1098,206478.3858,203869.4536,186831.9723,222850.0408,187352.3747,156602.6632,179268.3209,181151.9109,185267.5396,183648.7045,182112.1641,187596.6329,190940.0917,201605.6072,204014.1256,233064.1081,205126.6604,183285.3783,207262.6403,190677.1503,174017.0111,153472.9843,134084.9166,109575.1295,86720.61577,68280.47795,43855.3097,30107.38532,14883.21615,6609.391182,2652.45515
2087,2026.630517,2219.585728,2426.950049,2650.843042,2892.314056,3151.303819,3430.630559,3732.363463,4058.227011,4410.856765,4793.377996,5206.763506,5654.758077,6137.885173,6661.839765,7231.189115,7850.42321,8528.527184,9270.998439,10065.71411,10948.63811,11870.12045,12773.41569,13851.95466,14846.67749,15760.77096,16808.83555,17910.48856,19083.78279,20306.19229,21581.80371,22939.72061,24384.97504,25965.31327,27653.56422,29633.78944,31569.40908,33489.84916,35764.13286,38102.93606,40552.99078,43048.61896,45661.67789,48290.03684,50955.81293,53799.62763,56575.69678,59635.79557,62548.18722,65517.27416,68856.75089,72490.05524,76321.32567,80436.41473,84685.15677,89067.91686,93568.11277,98207.02258,103081.4852,108139.2701,113306.2543,119028.5314,124840.5966,131066.1365,137843.2083,145327.1616,153544.9293,162544.2147,172382.6277,183730.9487,189028.9895,205927.9205,203140.3166,186138.2481,221768.7899,186331.4981,155682.8686,178013.4102,179581.3579,183383.9764,181474.4075,179439.3767,184188.536,186872.5544,196304.6016,196724.4052,223386.3912,195119.2765,172669.7521,192872.5315,174667.2759,156209.9627,134207.6806,113331.9475,88592.89324,66146.87892,48231.44708,27981.3378,16775.98814,6918.216876,2407.724909
2088,1855.632072,2033.383187,2224.3294,2430.653097,2653.407277,2892.652034,3150.901872,3429.748741,3731.298364,4057.644215,4410.634765,4792.788942,5206.627834,5652.401024,6134.832102,6658.045682,7226.03517,7847.085037,8523.971346,9268.584082,10062.36833,10947.15205,11871.77066,12776.88123,13859.2479,14854.84635,15772.49804,16824.43511,17930.82517,19107.40843,20331.26509,21606.84583,22964.29468,24403.81654,25978.02134,27662.06141,29643.58654,31572.2098,33485.18133,35748.31627,38099.2661,40532.9278,43034.46194,45635.94695,48238.41928,50898.65142,53739.06239,56508.479,59553.30094,62473.79604,65434.6419,68771.76772,72400.88844,76228.64612,80306.70025,84566.83779,88949.71376,93467.40199,98109.54745,102982.0398,108043.3727,113183.5203,118910.9023,124717.5122,130954.0098,137705.7852,145153.8878,153303.2467,162288.5771,171946.0245,183311.9514,188540.4776,205210.7302,202406.3439,185255.3745,220588.0313,185262.6044,154617.3131,176502.2307,177792.0128,181254.0866,178857.8652,176232.9349,180326.1927,182030.0258,189375.3416,188653.0325,212614.4428,183943.8439,160807.4432,176836.9582,156954.0731,136759.1608,113582.6693,91761.21527,67678.99892,46799.14349,30821.77906,15612.77991,7805.121098,2520.226545
2089,1698.102079,1861.815682,2037.729456,2227.723808,2433.004862,2653.717925,2892.28388,3150.092675,3428.770642,3730.763542,4057.441106,4410.09368,4792.665309,5204.458634,5649.590266,6131.3392,6653.301366,7222.96407,7842.900759,8521.760224,9265.515067,10061.01293,10948.68387,11875.00209,12783.62239,13866.89132,14865.91629,15787.16461,16843.57206,17953.05991,19131.04927,20354.92064,21630.08018,22982.13973,24415.87148,25986.14947,27671.38166,29646.4309,31568.06152,33470.66413,35745.20182,38080.79879,40520.04273,43010.72284,45587.72223,48184.95391,50842.09708,53676.05595,56431.25372,59483.55775,62396.21133,65355.25582,68688.70031,72314.69045,76107.62113,80196.58113,84456.95468,88856.59426,93377.48547,98018.13524,102894.1653,107930.3655,113076.0061,118798.5563,124616.3112,130829.5285,137548.5827,144933.6725,153071.1325,161888.6219,171566.32,182852.8163,187901.1063,204489.2939,201467.7952,184291.5724,219352.1036,184022.7822,153332.0652,174778.5702,175766.218,178686.5993,175714.0806,172595.0395,175720.6962,175682.1485,181697.7973,179661.0826,200572.0508,171439.6889,147568.639,159064.5764,137568.1454,115890.758,92094.65458,70206.65762,47959.42757,29953.25364,17221.25247,7270.519632,2843.315514
