Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2140,3.538903725,4.018908585,4.55648655,5.159601738,5.836679043,6.593155746,7.441833055,8.393625838,9.46044863,10.65846812,12.00071078,13.50292731,15.18419166,17.06176834,19.1589555,21.50000614,24.11583731,27.05039264,30.31889415,33.98009982,38.08565561,42.68357975,47.84197499,53.59713848,59.99296155,67.12106686,75.00941747,83.6687264,93.20808396,103.7070694,115.245614,127.9070391,141.7852636,156.9780775,173.6037081,191.8260116,211.8515191,233.8611563,257.9921672,284.2326211,313.1842452,344.6252974,379.1835816,416.8877845,457.5718851,501.9108995,550.1240305,602.4367917,658.7365523,720.3470261,786.8727937,858.8959508,936.6578686,1021.059082,1112.339493,1211.286464,1318.677995,1435.34082,1561.504154,1697.804342,1844.991231,2003.150102,2174.479606,2359.931331,2559.627075,2775.186322,3008.903768,3260.354034,3533.531711,3827.115825,4147.384543,4496.710389,4862.27291,5266.799284,5682.223652,6078.121621,6547.01381,6961.550015,7319.059615,7716.301006,8123.388599,8531.568049,8913.558677,9283.275925,9613.846392,9850.286903,10052.02975,10183.21611,10277.621,10177.84235,9870.28433,9428.438122,8734.950334,7787.246906,6601.332374,5251.286361,3840.068644,2521.312065,1442.94416,687.1718706,259.5293433
2141,3.1222906,3.548387485,4.02590345,4.561958665,5.164066922,5.837158006,6.592708143,7.440575391,8.391498199,9.459920069,10.65767638,11.99891015,13.50045484,15.17801084,17.05239663,19.14522411,21.48387555,24.10730096,27.0287992,30.30043337,33.96715008,38.07859001,42.68454299,47.83752256,53.59961019,59.98467683,67.11808961,75.01018366,83.67781303,93.22834924,103.7297413,115.269608,127.9336704,141.7998158,156.9761087,173.5888342,191.8420142,211.8102745,233.8040265,257.7987834,284.1381778,312.7914011,344.3220628,378.7865099,416.010947,456.672847,500.956346,548.9936885,600.868204,657.540271,718.9769086,785.586762,857.3424543,935.1448953,1019.306435,1110.491108,1209.533452,1317.237305,1433.872309,1559.989455,1696.121941,1842.616126,2001.323492,2172.621532,2357.428522,2556.777587,2772.673085,3004.485795,3255.844865,3525.499988,3819.2256,4138.123756,4481.594753,4845.566613,5246.331791,5655.973757,6046.860644,6507.835725,6909.101584,7252.852537,7644.851404,8032.209763,8405.822747,8766.490261,9079.39939,9303.895632,9478.826967,9601.843133,9634.129128,9602.491026,9355.426521,8881.877221,8252.333044,7373.888847,6270.982025,4998.606883,3669.283804,2415.880616,1382.996814,661.6635917,249.3135748
2142,2.75269033,3.130658002,3.554563445,4.030738417,4.565906723,5.164490782,5.836761857,6.591594137,7.438689433,8.391029514,9.459217691,10.65607753,11.99671349,13.49495965,15.16967393,17.04017516,19.13086035,21.47627102,24.0880602,27.01234514,30.28889454,33.96085485,38.07945437,42.68057436,47.839735,53.59222108,59.98202421,67.11879687,75.01835855,83.69604939,93.24879055,103.7514564,115.2937969,127.9470868,141.7983459,156.9632586,173.6040355,191.8057466,211.7598817,233.6305502,257.7150064,283.7843081,312.5192161,343.965108,377.9937849,415.1984947,455.8102573,499.9338826,547.5722317,599.7862606,656.3002584,717.8139267,784.1801964,855.9735491,933.5573102,1017.632566,1108.906179,1208.236208,1315.917132,1432.51345,1558.476332,1693.981169,1840.980976,1999.666485,2170.382281,2354.87762,2554.545543,2768.708359,3000.443624,3248.591402,3518.388641,3810.882501,4124.456233,4466.474046,4827.033584,5222.462064,5627.336798,6011.204355,6459.480678,6847.394878,7186.523984,7560.065802,7915.122493,8268.589608,8575.781647,8788.911629,8955.753224,9057.566775,9087.956209,9005.74008,8831.657686,8424.160673,7779.804927,6972.335766,5943.581022,4753.117741,3496.22459,2310.649101,1326.24628,634.5046755,240.0588884
2143,2.425109598,2.760067332,3.136106931,3.558832396,4.03422681,4.566281564,5.164140395,5.835775721,6.589923454,7.438274094,8.390406783,9.457798858,10.65412705,11.99183059,13.48754728,15.15880192,17.02739081,19.12408885,21.45913298,24.07339928,27.00206588,30.28328642,33.96163005,38.07591716,42.68255372,47.83315086,53.58985806,59.98267496,67.12613644,75.03474516,83.71445305,93.26841559,103.7733944,115.3061401,127.9460329,141.787271,156.9776449,173.5721824,191.7613216,211.6043564,233.5563141,257.3963347,283.5400989,312.1984804,343.2488481,377.2600273,414.4195956,454.8861317,498.6466741,546.5946051,598.6647824,655.2495737,716.541672,782.9425347,854.5362775,932.0422693,1016.200244,1107.738723,1207.050129,1314.699012,1431.1535,1556.547908,1692.518657,1839.50475,1997.664254,2168.100304,2352.897326,2550.989145,2765.085817,2993.892466,3242.18077,3510.870058,3798.515632,4110.791664,4449.660183,4805.402773,5196.43092,5594.637858,5967.152752,6402.517962,6785.543925,7107.766277,7451.064074,7787.251944,8090.402952,8303.487474,8462.571208,8560.781617,8576.407383,8499.37175,8287.54919,7957.765572,7384.404395,6578.602971,5625.071738,4509.36364,3327.839619,2203.775456,1269.510644,608.7845269,230.2053324
2144,2.135038764,2.431608783,2.764871267,3.139873364,3.561912437,4.034558068,4.565971857,5.163268013,5.834296677,6.589555617,7.437722314,8.389148459,9.456068006,10.64979079,11.98524391,13.47788093,15.14742916,17.02136398,19.10883026,21.44607464,24.06424479,26.99707097,30.28398137,33.95847812,38.07768762,42.67668876,47.83104769,53.59045558,59.98925553,67.14083157,75.05128988,83.7321625,93.28828288,103.7847268,115.3054306,127.9365131,141.8008363,156.9497059,173.5330613,191.6219154,211.5386295,233.2695783,257.1772931,283.2520274,311.551613,342.5865518,376.5571275,413.5849797,453.7214425,497.763933,545.5812698,597.716219,654.0999239,715.4237979,781.642261,853.1657558,930.7485543,1015.150131,1106.673738,1205.958943,1313.477544,1429.417539,1555.240855,1691.204884,1837.716053,1995.624086,2166.345388,2349.709018,2547.744175,2759.169377,2988.113146,3235.403885,3499.675944,3786.158325,4095.56004,4430.020311,4781.821977,5166.674612,5554.200414,5915.19344,6345.392499,6712.05785,7006.399484,7331.942868,7621.007224,7835.457383,7997.534475,8092.193352,8109.380069,8024.86423,7826.000906,7472.377924,6980.761672,6249.451443,5312.265979,4271.865977,3160.321676,2099.640041,1211.777373,583.0440941,220.8737773
2145,1.878364196,2.140760635,2.435841049,2.768191883,3.14259086,3.562204967,4.034284504,4.56520062,5.161959473,5.83397111,6.589067002,7.436607029,8.387613432,9.452219514,10.64394129,11.97665432,13.46776934,15.14206783,17.00778515,19.09720427,21.43792475,24.05979732,26.99769366,30.28117312,33.96006109,38.07246347,42.67481738,47.83159488,53.5963533,60.00241635,67.15567526,75.06724617,83.7501265,93.2986664,103.7842998,115.2972712,127.9492595,141.7763688,156.9152969,173.4081902,191.5637474,211.2807819,233.0732789,256.9186347,282.6680638,310.9540977,341.9526075,375.8038116,412.5319415,452.9250243,496.8489611,544.7256992,596.6780914,653.0912306,714.248628,780.403348,851.9979033,929.8045615,1014.194416,1105.696914,1204.862519,1311.915871,1428.250466,1554.072849,1689.608469,1835.893701,1994.070572,2163.488989,2346.803984,2542.402291,2753.959677,2982.004428,3225.268576,3488.496782,3772.349555,4077.75417,4408.618155,4754.836556,5129.84043,5506.44287,5863.057819,6277.479904,6617.36989,6895.546476,7176.874428,7382.653913,7548.952692,7650.167312,7668.651946,7591.536685,7393.245061,7060.807091,6559.810625,5912.739398,5051.060776,4038.222833,2996.847272,1995.847272,1155.454904,556.8181284,211.5348628
2146,1.651441732,1.883398236,2.144486689,2.438766526,2.770587737,3.142848998,3.561963498,4.033603155,4.564043699,5.161671502,5.833538698,6.588079112,7.435246511,8.384199917,9.447027843,10.63631306,11.96766905,13.4630026,15.12998998,16.99743929,19.08995172,21.43396609,24.06035495,26.99519217,30.28258807,33.95540881,38.07079832,42.67531753,47.83687472,53.6081359,60.01571612,67.17002221,75.08346338,83.75962083,93.2984687,103.7773276,115.3092073,127.9278687,141.7461486,156.803534,173.3567606,191.3319192,211.104972,232.8412256,256.3916029,282.1292086,310.382611,341.2730714,374.8523011,411.8139431,452.0995377,496.0778171,543.7891496,595.7685616,652.030147,713.1297958,779.3498748,851.1498517,928.9474686,1013.32054,1104.713289,1203.458479,1310.874717,1427.213229,1552.649334,1687.982225,1834.520402,1991.512962,2160.89008,2341.982631,2537.707347,2748.453764,2972.826536,3215.152562,3475.972649,3756.194109,4058.358328,4384.098227,4721.400072,5086.282247,5458.49687,5801.040512,6189.876134,6513.749829,6751.057516,6954.085029,7114.75685,7223.550545,7252.711913,7182.38844,6997.927536,6674.661698,6203.054534,5560.768109,4783.240334,3843.371952,2835.743728,1894.407044,1099.227603,531.2131876,202.0197916
2147,1.450964779,1.65586766,1.886676356,2.147062268,2.440877299,2.770815358,3.142636013,3.561361987,4.032580995,4.563789151,5.16128907,5.832664201,6.586874014,7.432220693,8.379594899,9.440257459,10.62833341,11.96343333,13.45226553,15.12078794,16.99098824,19.08642956,21.43446517,24.05812734,26.99645647,30.27844553,33.95392743,38.07125481,42.6800419,47.84741216,53.62004803,60.02859805,67.18463145,75.0921267,83.75960692,93.29253009,103.788469,115.2905409,127.9013691,141.6462197,156.7581103,173.1484701,191.1744921,210.8969124,232.3659675,255.9057823,281.6142315,309.7699154,340.4138036,374.2053927,411.0697473,451.4050558,495.2335105,542.9698035,594.8111515,651.020728,712.1804575,778.5886187,850.3817384,928.1662784,1012.438589,1103.451676,1202.530438,1309.95466,1425.945168,1551.199404,1686.770054,1832.232264,1989.189278,2156.540531,2337.753234,2532.746118,2740.142984,2963.671381,3203.789853,3461.308403,3738.603365,4036.111543,4353.687452,4681.808423,5042.527366,5401.429967,5720.953187,6093.942606,6378.51776,6543.039838,6703.648075,6810.38393,6851.018251,6796.04433,6624.437198,6321.807664,5868.096956,5262.65262,4502.55714,3643.089355,2701.57841,1794.26863,1044.203869,505.6251183,192.7300352
2148,1.273990899,1.454853458,1.658749766,1.888942318,2.148920598,2.441077865,2.770627632,3.142105372,3.560459535,4.032356145,4.563451144,5.160515449,5.83159744,6.584193539,7.42813858,8.373589555,9.433175164,10.62457178,11.95389348,13.44408521,15.11505264,16.98785586,19.08687595,21.43248213,24.05925656,26.99276859,30.27712772,33.95434341,38.07548129,42.68946153,47.8580699,53.63160972,60.04173975,67.19251621,75.09225776,83.75456635,93.30289789,103.772211,115.2673438,127.8121215,141.6061523,156.5711149,173.0076046,190.9879806,210.4685923,231.9283226,255.441854,281.062023,308.9943099,339.8312859,373.5348883,410.4447774,450.6445289,494.4959373,542.1067317,593.9010776,650.166068,711.4978529,777.9008323,849.683958,927.3759939,1011.305565,1102.625129,1201.715227,1308.826218,1424.653738,1550.131056,1684.724837,1830.156468,1985.266695,2152.732356,2333.28456,2525.221991,2731.85761,2953.360412,3190.474787,3445.348213,3718.403621,4008.493695,4317.631368,4642.014764,4990.418956,5327.654961,5633.190242,5968.584988,6183.427131,6309.17985,6419.018111,6461.734868,6422.659876,6271.547039,5988.202753,5561.911474,4982.531844,4264.993355,3432.599246,2563.316302,1710.995936,989.807297,480.5641036,183.4463999
2149,1.117879687,1.277405306,1.457385698,1.660741996,1.890577263,2.149097201,2.440912519,2.770159854,3.141309189,3.560261056,4.032057604,4.562767217,5.159571753,5.829224398,6.580577229,7.422815148,8.367307533,9.429836581,10.61610064,11.94662545,13.43898889,15.11226825,16.98825485,19.08511135,21.43349023,24.05597431,26.99159648,30.27750628,33.95812302,38.08390034,42.6989926,47.86843487,53.64342579,60.04890253,67.19275916,75.08799547,83.76418529,93.28876493,103.7519405,115.1877345,127.7768286,141.4384451,156.445171,172.8405261,190.6020289,210.0745758,231.5107265,254.9442977,280.3622131,308.4700164,339.2275272,372.9728156,409.7602341,449.9811135,493.718454,541.2869811,593.1322003,649.5546336,710.8826942,777.2781491,848.9762909,926.3590948,1010.570004,1101.903608,1200.712,1307.67712,1423.713703,1548.304522,1682.872202,1826.621113,1981.839041,2148.70929,2326.474743,2517.725269,2722.500645,2941.268043,3175.989477,3426.99936,3693.303249,3975.70585,4281.369552,4594.597075,4922.981303,5246.753261,5518.366487,5787.369545,5964.076657,6043.305117,6092.808161,6060.536675,5930.206744,5672.779079,5272.20242,4726.380244,4041.579969,3254.594856,2417.583336,1624.963617,944.6324606,455.7655993,174.3539858
2150,0.98025732,1.120875728,1.279628697,1.459136095,1.662179446,1.890732658,2.148951667,2.44050045,2.769457945,3.141134116,3.55999756,4.031453389,4.561932943,5.157472243,5.82602277,6.57586124,7.417246443,8.364346223,9.42231895,10.60964697,11.94209937,13.4365151,15.11262462,16.98668533,19.08601084,21.43056996,24.05493204,26.99194052,30.28088537,33.9656452,38.09242237,42.70827995,47.87904647,53.64992708,60.04922957,67.18917135,75.09689365,83.75192509,93.2710834,103.6810181,115.1566949,127.6265882,141.3259594,156.29562,172.4929891,190.247352,209.6989037,231.0627828,254.3130492,279.8905107,307.9266103,338.7223181,372.3570411,409.1639739,449.2812939,492.9805815,540.5959255,592.5849472,649.0050453,710.3277182,776.6449871,848.0642251,925.7050974,1009.932113,1101.012544,1199.690533,1306.851398,1422.084017,1546.652507,1679.687945,1823.537934,1978.218474,2142.548438,2319.693755,2509.235197,2711.518212,2928.118968,3159.316463,3404.177434,3663.46461,3942.710576,4238.136386,4533.164281,4848.977666,5140.775627,5352.040326,5583.600318,5714.620938,5738.429371,5717.152107,5598.871329,5367.384632,4998.069185,4483.803205,3837.208779,3087.044701,2294.457521,1534.023675,897.8581762,435.1895565,165.3568135
2151,0.85900746,0.982884539,1.122826677,1.281165609,1.460399063,1.662316088,1.890604648,2.14858892,2.439882092,2.769303629,3.140901717,3.559464145,4.030716358,4.560076678,5.154639585,5.821847561,6.570927955,7.414621408,8.357678806,9.416591811,10.60562963,11.9399027,13.43683318,15.11122929,16.98748745,19.08341365,21.42964341,24.05524428,26.99496048,30.28760468,33.97326231,38.10074229,42.71780454,47.88493819,53.65031538,60.0462221,67.19737532,75.08628097,83.73653126,93.20797918,103.6537619,115.0222684,127.5262375,141.1922341,155.9829177,172.1739413,189.9094523,209.2958611,230.4938469,253.8887769,279.4016171,307.472724,338.1687297,371.8214685,408.5345271,448.6176563,492.3599186,540.106615,592.094357,648.51102,709.7618496,775.8276191,847.4833047,925.14184,1009.141418,1100.105386,1198.966475,1305.398722,1420.61234,1543.786191,1676.916521,1820.281694,1972.646299,2136.417346,2311.992195,2499.262152,2699.581773,2912.965809,3138.559495,3377.011115,3633.418173,3903.350491,4182.065453,4465.703037,4751.917417,4986.951689,5164.997976,5351.795712,5428.424884,5387.083883,5284.473463,5070.643788,4732.362061,4254.070847,3643.487127,2933.720974,2178.459597,1457.266311,848.293011,413.8547054,157.891597
2152,0.752237101,0.861309731,0.984595311,1.124175269,1.282274547,1.460519133,1.662203567,1.89028554,2.148044543,2.439746169,2.769098806,3.140431149,3.558813484,4.029076294,4.557572145,5.150945544,5.817479965,6.56860247,7.408711708,8.352599482,9.413028128,10.60368014,11.94018639,13.43559333,15.11194417,16.9851786,19.08259025,21.42992643,24.05794217,27.00096072,30.29441133,33.98071255,38.10928895,42.72313899,47.88536872,53.64780332,60.05376664,67.18821392,75.07290529,83.68045944,93.18408285,103.5336356,114.9328565,127.406798,140.911158,155.6961431,171.8702228,189.5468718,208.7833853,230.112548,253.4490456,278.9940026,306.9752748,337.6879535,371.2556563,407.9380992,448.0606744,491.9227665,539.6691625,591.6550131,648.0058438,709.03016,775.3121915,846.9866008,924.4409513,1008.336536,1099.471601,1197.672745,1304.088981,1418.033984,1541.296552,1673.98996,1815.244736,1967.104404,2129.433443,2302.938015,2488.428135,2685.809336,2894.083429,3113.817999,3349.637819,3597.55656,3852.24905,4120.449026,4377.116001,4610.75194,4813.956465,4952.161118,5085.716004,5098.367796,4982.030458,4788.859739,4473.889497,4031.127402,3459.852587,2788.24366,2072.27635,1384.891778,806.4955804,391.2104508,150.1510764
2153,0.658260809,0.754253226,0.862808899,0.985777886,1.125148333,1.282379987,1.460420291,1.661923034,1.889806623,2.147924901,2.439565776,2.768683985,3.139857155,3.557365473,4.026863416,4.554306007,5.147081281,5.815421153,6.563367643,7.404209707,8.349440097,9.411299014,10.60393297,11.93908529,13.43623006,15.1098926,16.98444717,19.08284644,21.43233547,24.0632983,27.00704118,30.30108088,33.98837827,38.11411595,42.72359641,47.88328027,53.65473102,60.04587481,67.17662137,75.02315162,83.6595442,93.07686958,103.4540721,114.8263093,127.1544298,140.6536511,155.42336,171.5442646,189.0853314,208.4409054,229.7173588,253.0830858,278.5471788,306.543893,337.1796346,370.7199526,407.438645,447.6704747,491.5330343,539.2789175,591.2043918,647.3515605,708.5734957,774.8748368,846.3660142,923.7275684,1007.782797,1098.320431,1196.508209,1301.771207,1415.799075,1538.667938,1669.43952,1810.23822,1960.772664,2121.216242,2293.107206,2475.9123,2668.631623,2871.545904,3088.871375,3316.949524,3550.948732,3796.054037,4039.439601,4248.01455,4451.983444,4617.050304,4707.732969,4778.639416,4717.507273,4517.546348,4228.236169,3813.976789,3281.405071,2650.206202,1971.426703,1318.622717,767.0570371,372.1266745,141.9354897
2154,0.575576354,0.660025074,0.755566057,0.863845205,0.986631166,1.125240864,1.282293217,1.460173835,1.661501986,1.889701385,2.147766133,2.439200357,2.768177995,3.138579643,3.555411682,4.02397762,4.550889359,5.145259743,5.810787055,6.559379832,7.401410452,8.347907344,9.411524171,10.60295565,11.93965205,13.43440802,15.10924316,16.98467877,19.08499646,21.43711456,24.06872796,27.01300963,30.30795421,33.99274276,38.11458802,42.72186807,47.88962797,53.64794102,60.03584684,67.13255916,75.00487742,83.56398506,93.00616024,103.3591458,114.5999948,126.9234599,140.4088986,155.1305531,171.1288796,188.7777694,208.0859518,229.3890675,252.681846,278.160274,306.087433,336.6987498,370.2723609,407.0906494,447.3235953,491.1867461,538.8773841,590.6198043,646.9475343,708.189107,774.3260655,845.7344354,923.2447622,1006.759366,1097.285941,1194.425946,1299.766368,1413.439765,1534.559207,1664.919384,1804.500565,1953.316678,2112.298899,2281.73616,2460.287562,2648.10081,2848.805992,3059.065555,3274.422133,3499.658984,3722.084023,3921.144493,4102.807575,4271.223285,4390.808143,4425.445687,4423.974129,4280.285485,3991.469199,3607.400822,3107.349345,2515.874578,1875.639633,1255.622839,730.9381757,354.1119374,135.0116841
2155,0.502886372,0.577119019,0.661173898,0.756473561,0.864592949,0.986712314,1.125164741,1.282076838,1.459803911,1.661409479,1.889561743,2.147444453,2.43875463,2.767051736,3.136855868,3.552863759,4.020958837,4.549278829,5.141160082,5.807256929,6.556901173,7.400052574,8.348107703,9.410657214,10.6034598,11.9380347,13.43383163,15.10945226,16.98659653,19.08925859,21.44196092,24.07406672,27.01916995,30.31189804,33.99321964,38.11316466,42.7276759,47.88379757,53.63927491,59.9968743,67.11662909,74.9198239,83.50123112,92.92169383,103.156448,114.3930811,126.7041008,140.1461357,154.7569981,170.8528621,188.4590073,207.7916231,229.0290584,252.3349299,277.7505409,305.6559542,336.2978735,369.962223,406.7821937,447.016653,490.8292544,538.3556156,590.2627683,646.6103262,707.7046239,773.7676349,845.3144112,922.3357829,1005.841235,1095.416318,1192.62864,1297.650258,1409.732157,1530.480394,1659.722837,1797.738581,1945.229798,2101.971433,2267.527639,2441.587257,2627.371125,2821.622956,3020.248691,3227.589483,3432.065772,3613.85254,3788.087231,3937.446237,4063.434549,4129.342636,4099.117571,4016.379546,3784.461018,3408.069662,2941.598735,2384.650765,1782.285714,1195.729095,696.5737175,337.611709,128.4757377
